UserAccountId,CertificateDegree,Major,University
UA006190,Bachelor,"MANAGEMENT ANALYSTS","Annamalai University"
UA006191,Master,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE","University of Southern Philippines Foundation"
UA006192,Master,"COMPUTER PROGRAMMERS","Etisalat University College"
UA006193,Master,"COMPUTER SYSTEMS ANALYSTS","University of Health Sciences Andhra Pradesh"
UA006194,Doctor,"COMPUTER OCCUPATIONS, ALL OTHER","Theologische Fakultät Trier"
UA006195,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","St. Joseph's College"
UA006196,Bachelor,"COMPUTER SYSTEMS ANALYSTS","D'Youville College"
UA006197,Bachelor,"COMPUTER SYSTEMS ANALYSTS","West Minster International College"
UA006198,Master,"COMPUTER SYSTEMS ANALYSTS","Palmer College of Chiropractic West"
UA006199,Master,"COMPUTER SYSTEMS ANALYSTS","Universidad de Playa Ancha de Ciencias de la Educacion"
UA006200,Bachelor,"COMPUTER SYSTEMS ANALYSTS","New Era University"
UA006201,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Gorno-Altaisk State University"
UA006202,Doctor,"COMPUTER PROGRAMMERS","Louisiana State University Health Sciences Center New Orleans"
UA006203,Bachelor,"COMPUTER PROGRAMMERS","Islamic Azad University, Lahijan"
UA006204,Bachelor,CHEMISTS,"University of Oxford"
UA006205,Master,"COMPUTER OCCUPATIONS, ALL OTHER","Southwest Texas State University"
UA006206,Bachelor,"COMPUTER PROGRAMMERS","EMESCAM - Escola Superior de Ciências da Santa Casa de Misericórdia de Vitória"
UA006207,Master,"COMPUTER PROGRAMMERS","China University of Geosciences Wuhan"
UA006208,Master,"CHEMISTRY TEACHERS, POSTSECONDARY","University of Applied Sciences of Moldova"
UA006209,Doctor,"OPERATIONS RESEARCH ANALYSTS","Central Buganda University"
UA006210,Doctor,"COMPUTER PROGRAMMERS","Technische Universität Ilmenau"
UA006211,Bachelor,"NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS","Stockholm Institute of Education"
UA006212,Master,"COMPUTER PROGRAMMERS","Donetsk State Medical University"
UA006213,Master,"BIOCHEMISTS AND BIOPHYSICISTS","Université d'Avignon"
UA006214,Bachelor,"FOREIGN LANGUAGE AND LITERATURE TEACHERS,","Southwest University"
UA006215,Bachelor,"ENGINEERING TEACHERS, POSTSECONDARY","Moody Bible Institute"
UA006216,Doctor,"MANAGEMENT ANALYSTS","Tuskegee University"
UA006217,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Université du Québec à Chicoutimi"
UA006218,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Adventista del Plata"
UA006219,Master,"COMPUTER PROGRAMMERS","Maharshi Dayanand Sarswati University Ajmer"
UA006220,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Ivano-Frankivsk National University of Oli and Gas"
UA006221,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Poole Gakuin University"
UA006222,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universitas Narotama"
UA006223,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Pontificia Universidad Javeriana"
UA006224,Bachelor,"COMPUTER PROGRAMMERS","Ecole Nationale Supérieur d'Ingénieurs de Constructions Aéronautique"
UA006225,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Urbana University"
UA006226,Master,"ANTHROPOLOGY AND ARCHEOLOGY TEACHERS,","University of Québec"
UA006227,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Belarussian State Economic University"
UA006228,Bachelor,"COMPUTER HARDWARE ENGINEERS","Institute of Teachers Education, Batu Lintang"
UA006229,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Concord College"
UA006230,Doctor,"COMPUTER PROGRAMMERS","Indian Institute of Technology, Roorkee"
UA006231,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Cork Institute of Technology"
UA006232,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Purbanchal University"
UA006233,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidad Autónoma Metropolitana - Azcapotzalco"
UA006234,Bachelor,"ENGINEERS, ALL OTHER","University of Southern Maine"
UA006235,Master,"FINANCIAL MANAGERS","Universidad Autónoma de Madrid"
UA006236,Master,"MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS","Astrahan State Medical Academy"
UA006237,Doctor,STATISTICIANS,"International Business School of Scandinavia"
UA006238,Doctor,"COMPUTER PROGRAMMERS","Jamia Hamdard University"
UA006239,Bachelor,"ARCHITECTURAL AND ENGINEERING MANAGERS","National Changhua University of Education"
UA006240,Master,CHEMISTS,"University of Constanta"
UA006241,Master,"MATERIALS ENGINEERS","Technische Universität Hamburg-Harburg"
UA006242,Bachelor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Nayanova University"
UA006243,Bachelor,"COMPUTER AND INFORMATION SYSTEMS MANAGERS","Universität Potsdam"
UA006244,Doctor,"MEDICAL AND CLINICAL LABORATORY TECHNOLOGISTS","Universidad Mexicana"
UA006245,Bachelor,"FINANCIAL ANALYSTS","Fisk University"
UA006246,Bachelor,"GRAPHIC DESIGNERS","University of the Italian-speaking Part of Switzerland"
UA006247,Master,"ACCOUNTANTS AND AUDITORS","Akita University of Economics and Law"
UA006248,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Ittihad Private University"
UA006249,Master,"INSTRUCTIONAL COORDINATORS","Harbin Engineering University"
UA006250,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Arab Academy for Banking and Financial Sciences"
UA006251,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Wellspring University"
UA006252,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Dawat University"
UA006253,Bachelor,"FINANCIAL MANAGERS","Universidade de Passo Fundo"
UA006254,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Mu' tah University"
UA006255,Master,"INDUSTRIAL ENGINEERS","University of Suceava"
UA006256,Bachelor,"COMPUTER PROGRAMMERS","Illinois State University"
UA006257,Bachelor,"FINANCIAL ANALYSTS","Université Sidi Mohammed Ben Abdellah"
UA006258,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Karnataka State Open University"
UA006259,Bachelor,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Universidad de Puerto Rico, Aguadilla"
UA006260,Bachelor,"ARCHITECTURAL AND ENGINEERING MANAGERS","Briar Cliff College"
UA006261,Master,"COMPUTER PROGRAMMERS","Université Omar Bongo"
UA006262,Bachelor,"COMPUTER SYSTEMS ANALYSTS","John Carroll University"
UA006263,Master,"FINANCIAL ANALYSTS","Universidade São Marcos"
UA006264,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Kokand State Pedagogical Institute"
UA006265,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","University of Cyprus"
UA006266,Doctor,"MANAGEMENT ANALYSTS","University of Zadar"
UA006267,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","La Salle Universities - International Programmes"
UA006268,Master,"FINANCIAL ANALYSTS","Janus Pannonius University"
UA006269,Master,"COMPUTER PROGRAMMERS","Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege"
UA006270,Bachelor,"FINANCIAL ANALYSTS","Oklahoma State University"
UA006271,Bachelor,"GRAPHIC DESIGNERS","Universitas Janabadra"
UA006272,Master,"MECHANICAL ENGINEERS","Fachhochschule für Wirtschaft Berlin"
UA006273,Master,"COMPUTER PROGRAMMERS","Red Sea University"
UA006274,Doctor,"COMPUTER PROGRAMMERS","Institut d'Agriculture, de Technologie et d'Education de Kibungo"
UA006275,Doctor,"COMPUTER PROGRAMMERS","Ibrahim Babangida University"
UA006276,Bachelor,"COMPUTER USER SUPPORT SPECIALISTS","Nottingham Trent University"
UA006277,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Christian Brothers University"
UA006278,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Birsa Agricultural University"
UA006279,Master,"MECHANICAL ENGINEERS","United Arab Emirates University"
UA006280,Bachelor,"MECHANICAL ENGINEERS","University of Bacau"
UA006281,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Technological Education Institute of Thessaloniki"
UA006282,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Instituto Tecnológico y de Estudios Superiores de Monterrey (ITESM)"
UA006283,Bachelor,"BIOLOGICAL SCIENTISTS, ALL OTHER","College of the Atlantic"
UA006284,Bachelor,"COMPUTER PROGRAMMERS","Universidad Tecnologica Israel"
UA006285,Master,"COMPUTER SYSTEMS ANALYSTS","Universidade Estadual do Vale do Acaraú"
UA006286,Bachelor,"GRAPHIC DESIGNERS","Northwestern College Iowa"
UA006287,Master,"COMPUTER SYSTEMS ANALYSTS","National Institute of Technology, Jamshedpur"
UA006288,Master,"DATABASE ADMINISTRATORS","Universidad Latina de Costa Rica"
UA006289,Doctor,"FINANCIAL ANALYSTS","Kumamoto Prefectural University"
UA006290,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universidad Católica de Santa Fé"
UA006291,Bachelor,"FINANCIAL ANALYSTS","University of Food Technology"
UA006292,Master,"COMPUTER NETWORK ARCHITECTS","Jomo Kenyatta University of Agriculture and Technology"
UA006293,Master,"COMPUTER PROGRAMMERS","Vytautas Magnus University"
UA006294,Bachelor,"COMPUTER PROGRAMMERS","Islamic Azad University, Kerman"
UA006295,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Iceland Academy of the Arts"
UA006296,Doctor,"COMPUTER SYSTEMS ANALYSTS","University of Mohaghegh"
UA006297,Bachelor,"COMPUTER PROGRAMMERS","University of Lancaster"
UA006298,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Nipissing University"
UA006299,Master,"OPERATIONS RESEARCH ANALYSTS","Nippon Sport Science University"
UA006300,Master,"BIOCHEMISTS AND BIOPHYSICISTS","Sri Lanka Institute of Advanced Technical Education"
UA006301,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","American University College of Technology"
UA006302,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Columbia Union College"
UA006303,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Russian Academy of Arts"
UA006304,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Utsunomiya University"
UA006305,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Yanbian University of Science and Technology"
UA006306,Master,"COMPUTER PROGRAMMERS","Université de Lubumbashi"
UA006307,Master,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL","Sistema Universitario Ana G. Méndez"
UA006308,Bachelor,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL","Postgraduate lnstitute of Medical Education and Research"
UA006309,Bachelor,"FINANCIAL MANAGERS","Jilin University of Technology"
UA006310,Doctor,"COMPUTER SYSTEMS ANALYSTS","University of New England"
UA006311,Bachelor,"COMPUTER PROGRAMMERS","Universidad Nacional de Ucayali"
UA006312,Bachelor,"BIOCHEMISTS AND BIOPHYSICISTS","Ecole Nationale Supérieure des Arts et Industries Textiles"
UA006313,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","University of Calcutta"
UA006314,Bachelor,"HEALTH DIAGNOSING AND TREATING PRACTITIONERS, ALL","University of Minnesota - Twin Cities Campus"
UA006315,Master,"COMPUTER PROGRAMMERS","Heisei International University"
UA006316,Master,"COMPUTER SYSTEMS ANALYSTS","Ross University Caribbean School of Veterinary Medicine"
UA006317,Doctor,"BIOCHEMISTS AND BIOPHYSICISTS","DePaul University"
UA006318,Doctor,"COMPUTER SYSTEMS ANALYSTS","Universitas Riau"
UA006319,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Mahamakut Buddhist University"
UA006320,Master,"COMPUTER SYSTEMS ANALYSTS","University of Wassit"
UA006321,Master,"COST ESTIMATORS","Chongqing Wenli University"
UA006322,Bachelor,"COMPUTER SCIENCE TEACHERS, POSTSECONDARY","King Saud bin Abdulaziz University for Health Sciences "
UA006323,Bachelor,"MANAGEMENT ANALYSTS","Universidad Central del Caribe"
UA006324,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","King's University College"
UA006325,Bachelor,"COMPUTER PROGRAMMERS","Université de Savoie"
UA006326,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Indian Institute of Technology, Hyderabad"
UA006327,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Universidade de Santo Amaro"
UA006328,Master,"COMPUTER SYSTEMS ANALYSTS","James Madison University"
UA006329,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","University of Warsaw"
UA006330,Doctor,"ELECTRONICS ENGINEERS, EXCEPT COMPUTER","Fiji National University "
UA006331,Doctor,"HUMAN RESOURCES SPECIALISTS","Universitas Muslim Indonesia"
UA006332,Bachelor,"COMPUTER PROGRAMMERS","Afeka Tel Aviv Academic College of Engineering"
UA006333,Bachelor,"COMPUTER PROGRAMMERS","Universidad Hispanoamericana"
UA006334,Master,"FINANCIAL ANALYSTS","Islamic Azad University, Hamedan"
UA006335,Master,"BIOLOGICAL SCIENTISTS, ALL OTHER","Academy of Economics in Katowice"
UA006336,Bachelor,"COMPUTER PROGRAMMERS","Open University of Tanzania"
UA006337,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Kean University of New Jersey"
UA006338,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Pan-African University"
UA006339,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Victoria University"
UA006340,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Institute of Teachers Education, Batu Lintang"
UA006341,Master,"FINANCIAL MANAGERS","Hampton College"
UA006342,Bachelor,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS","Zhezkazgan Baikonurov University"
UA006343,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Ganja State University "
UA006344,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","University of Birmingham"
UA006345,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Azerbaijan Technical University"
UA006346,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","British Malaysian Institute"
UA006347,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Saint Louis University"
UA006348,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Trinity Theological Seminary"
UA006349,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Universidad Privada San Juan Bautista"
UA006350,Bachelor,"HEALTH SPECIALTIES TEACHERS, POSTSECONDARY","Foundation University"
UA006351,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Binh Duong University"
UA006352,Doctor,"ARCHITECTURAL AND CIVIL DRAFTERS","Moscow State University"
UA006353,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Universidad Privada Los Andes"
UA006354,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Siberian State University of Telecommunications and Informatics"
UA006355,Master,"PURCHASING AGENTS, EXCEPT WHOLESALE, RETAIL, AND","Hebei University of Technology"
UA006356,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","University of Puget Sound"
UA006357,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Eurasia International University"
UA006358,Doctor,"PHYSICIANS AND SURGEONS, ALL OTHER","Zayed University"
UA006359,Doctor,"SOUND ENGINEERING TECHNICIANS","BGC Trust University, Bangladesh"
UA006360,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Carlos Albizu University"
UA006361,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Nagoya University of Foreign Studies"
UA006362,Master,"FINANCIAL ANALYSTS","Salahddin University (Kurdistan Region)"
UA006363,Master,"COMPUTER PROGRAMMERS","Universidad del Azuay"
UA006364,Bachelor,"PHYSICIANS AND SURGEONS, ALL OTHER","National Taiwan College of Physical Education and Sports"
UA006365,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Shawnee State University"
UA006366,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Shiraz Payamnoor University"
UA006367,Bachelor,"FINANCIAL SPECIALISTS, ALL OTHER","Technical University of Koszalin"
UA006368,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","East West University"
UA006369,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Regent University College of Science and Technology  "
UA006370,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Universitas Nasional Jakarta"
UA006371,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Kateb Institute of Higher Education"
UA006372,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Bahrain Polytechnic"
UA006373,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Houdegbe North American University Benin"
UA006374,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Technische Fachhochschule Wildau"
UA006375,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","California State University, Monterey Bay"
UA006376,Master,"MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS","Kurgan International University"
UA006377,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","New Mexico Institute of Mining and Technology"
UA006378,Bachelor,"COMPUTER PROGRAMMERS","University of Dar Es Salaam"
UA006379,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Eastern New Mexico University"
UA006380,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Lagos State Polytechnic"
UA006381,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Technological University (Mawlamyaing)"
UA006382,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Al-Birony University"
UA006383,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","University of Maine, Farmington"
UA006384,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Islamic Azad University, Tabriz"
UA006385,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Warner Pacific College"
UA006386,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Texila American University"
UA006387,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Universidad de San Pablo CEU"
UA006388,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Setsunan University"
UA006389,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Medizinische Universität Innsbruck"
UA006390,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Yukon College"
UA006391,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","School of Education Pisa"
UA006392,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","University of San Marino"
UA006393,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","Technical University of Denmark"
UA006394,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Universität Paderborn"
UA006395,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Islamic Azad University, Shiraz"
UA006396,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Newberry College"
UA006397,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Tashkent State Agrarian University"
UA006398,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Tokyo Dental College"
UA006399,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Chao Yang University of Science and Technology"
UA006400,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Khulna University"
UA006401,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Institute of Textile Technology"
UA006402,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Washington State University"
UA006403,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Karachi Medical and Dental College"
UA006404,Doctor,"COMPUTER PROGRAMMERS","International University of Kagoshima"
UA006405,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Samford University"
UA006406,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","University of Medicine 1, Yangon"
UA006407,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Fundación Universitaria Luis Amigó"
UA006408,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Xavier University"
UA006409,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Universidad Latinoamericana de Ciencia y Tecnología"
UA006410,Doctor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Beijing Sport University"
UA006411,Doctor,"ELECTRICAL ENGINEERS, R&D","Southwestern Oklahoma State University"
UA006412,Bachelor,"COMPUTER PROGRAMMERS","Rhode Island College"
UA006413,Bachelor,"SOFTWARE DEVELOPERS, APPLICATIONS","Fachhochschule Hamburg"
UA006414,Master,"OPERATIONS RESEARCH ANALYSTS","Yunnan University"
UA006415,Master,"SOFTWARE DEVELOPERS, APPLICATIONS","United Arab Emirates University"
UA006416,Bachelor,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Universidad de San Pablo CEU"
UA006417,Bachelor,"COMPUTER SYSTEMS ANALYSTS","Norwegian School of Economics and Business Administration"
UA006418,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","NTB Interstate University of Applied Sciences of Technology"
UA006419,Bachelor,"COMPUTER SYSTEMS ANALYSTS","University of Wales, Bangor"
UA006420,Bachelor,"DATABASE ADMINISTRATORS","University of Guyana"
UA006421,Master,"COMPUTER SYSTEMS ANALYSTS","Curtin University of Technology"
UA006422,Bachelor,"FINANCIAL ANALYSTS","Bunka Women's University"
UA006423,Master,"COMPUTER AND INFORMATION RESEARCH SCIENTISTS","VanderCook College of Music"
UA006424,Master,"SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND","Nippon Bunri University"
UA006425,Doctor,"SOFTWARE DEVELOPERS, APPLICATIONS","Yuan Ze University"
